county_name,sample_date,parameter,result,reporting_limit,units
Alameda,08/26/1983 09:00,pH,7.8,0.10000000,pH Units
Alameda,08/31/1987 00:00,pH,8.6,0.10000000,pH Units
Alameda,07/26/1984 14:00,pH,8,0.10000000,pH Units
Alameda,07/27/1982 00:00,pH,8.2,0.10000000,pH Units
Alameda,09/25/1980 12:50,pH,8.4,0.10000000,pH Units
Alameda,07/18/1967 00:00,pH,8.5,0.10000000,pH Units
Alameda,08/10/1982 00:00,pH,8,0.10000000,pH Units
Alameda,08/09/1984 07:45,pH,8.3,0.10000000,pH Units
Alameda,08/11/1982 00:00,pH,8.2,0.10000000,pH Units
Alameda,07/17/1967 15:15,pH,8.1,0.10000000,pH Units
Alameda,07/17/1967 15:45,pH,8.6,0.10000000,pH Units
Alameda,08/05/1974 09:40,pH,8,0.10000000,pH Units
Alameda,08/08/1972 10:50,pH,8,0.10000000,pH Units
Alameda,08/18/1978 13:30,pH,8.3,0.10000000,pH Units
Alameda,09/25/1980 15:20,pH,8.5,0.10000000,pH Units
Alameda,07/11/1975 11:30,pH,8.4,0.10000000,pH Units
Alameda,07/18/1967 15:00,pH,8.4,0.10000000,pH Units
Alameda,07/22/1974 14:40,pH,8.1,0.10000000,pH Units
Alameda,07/25/1985 12:40,pH,8.6,0.10000000,pH Units
Alameda,07/30/1981 17:00,pH,8.2,0.10000000,pH Units
Alameda,08/09/1971 10:05,pH,8.1,0.10000000,pH Units
Alameda,08/18/1977 10:00,pH,8.1,0.10000000,pH Units
Alameda,08/20/1973 10:10,pH,8,0.10000000,pH Units
Alameda,08/22/1979 15:00,pH,8.2,0.10000000,pH Units
Alameda,07/27/1982 00:00,pH,8.2,0.10000000,pH Units
Alameda,07/30/1974 09:20,pH,8.1,0.10000000,pH Units
Alameda,08/12/1976 12:45,pH,8.1,0.10000000,pH Units
Alameda,08/18/1978 14:00,pH,8.3,0.10000000,pH Units
Alameda,08/26/1980 08:30,pH,8.5,0.10000000,pH Units
Alameda,07/25/1990 13:20,pH,8.1,0.10000000,pH Units
Alameda,08/23/1988 13:00,pH,8.6,0.10000000,pH Units
Alameda,09/10/1986 13:30,pH,8.3,0.10000000,pH Units
Alameda,07/22/1974 15:45,pH,8.1,0.10000000,pH Units
Alameda,08/08/1972 13:15,pH,8.2,0.10000000,pH Units
Alameda,07/27/1982 00:00,pH,8.2,0.10000000,pH Units
Alameda,08/26/1980 07:50,pH,8.4,0.10000000,pH Units
Alameda,09/10/1986 10:40,pH,8.2,0.10000000,pH Units
Alameda,09/19/1984 07:55,pH,7.4,0.10000000,pH Units
Alameda,08/10/1987 11:00,pH,8.7,0.10000000,pH Units
Alameda,08/22/1985 09:40,pH,8.4,0.10000000,pH Units
Alameda,07/29/1981 13:00,pH,8.2,0.10000000,pH Units
Alameda,08/20/1979 14:00,pH,8.4,0.10000000,pH Units
Alameda,08/24/1983 16:20,pH,7.8,0.10000000,pH Units
Alameda,07/09/1979 11:00,pH,8.3,0.10000000,pH Units
Alameda,07/18/1967 15:10,pH,8.6,0.10000000,pH Units
Alameda,07/23/1975 11:00,pH,8,0.10000000,pH Units
Alameda,08/05/1977 10:00,pH,7.9,0.10000000,pH Units
Alameda,08/20/1973 10:30,pH,8,0.10000000,pH Units
Alameda,08/09/1990 09:00,pH,7.4,0.10000000,pH Units
Alameda,07/26/1985 10:40,pH,8.1,0.10000000,pH Units
Alameda,08/04/1981 14:00,pH,8.2,0.10000000,pH Units
Alameda,08/13/1987 14:00,pH,8.5,0.10000000,pH Units
Alameda,08/24/1983 15:50,pH,7.8,0.10000000,pH Units
Alameda,08/24/1989 13:50,pH,8.4,0.10000000,pH Units
Alameda,07/18/1967 14:45,pH,8.2,0.10000000,pH Units
Alameda,08/09/1971 13:45,pH,8.2,0.10000000,pH Units
Alameda,07/30/1981 14:00,pH,8.2,0.10000000,pH Units
Alameda,07/12/1979 11:00,pH,8.3,0.10000000,pH Units
Alameda,07/18/1967 12:30,pH,8.3,0.10000000,pH Units
Alameda,07/23/1975 13:10,pH,8.1,0.10000000,pH Units
Alameda,08/02/1977 14:00,pH,8,0.10000000,pH Units
Alameda,08/20/1973 13:45,pH,8,0.10000000,pH Units
Alameda,07/17/1974 12:25,pH,7.5,0.10000000,pH Units
Alameda,07/25/1990 12:35,pH,7.8,0.10000000,pH Units
Alameda,07/26/1982 00:00,pH,7.9,0.10000000,pH Units
Alameda,08/05/1988 13:10,pH,8.2,0.10000000,pH Units
Alameda,08/08/1972 12:05,pH,8.1,0.10000000,pH Units
Alameda,08/09/1984 12:25,pH,8.4,0.10000000,pH Units
Alameda,08/12/1976 12:00,pH,8.3,0.10000000,pH Units
Alameda,08/18/1978 10:00,pH,8.3,0.10000000,pH Units
Alameda,09/11/1986 14:15,pH,8,0.10000000,pH Units
Alameda,09/25/1980 11:15,pH,8.2,0.10000000,pH Units
Alameda,07/26/1990 13:00,pH,7.7,0.10000000,pH Units
Alameda,06/24/1981 17:00,pH,8.4,0.10000000,pH Units
Alameda,07/26/1985 09:10,pH,8.7,0.10000000,pH Units
Alameda,08/27/1987 09:00,pH,8.9,0.10000000,pH Units
Alameda,08/28/1989 11:10,pH,8.6,0.10000000,pH Units
Alameda,08/29/1983 09:55,pH,8.1,0.10000000,pH Units
Alameda,08/03/1981 14:00,pH,8.2,0.10000000,pH Units
Alameda,08/29/1983 12:00,pH,8,0.10000000,pH Units
Alameda,07/17/1967 14:30,pH,8.6,0.10000000,pH Units
Alameda,07/17/1967 00:00,pH,8.2,0.10000000,pH Units
Alameda,07/17/1967 15:00,pH,8.1,0.10000000,pH Units
Alameda,07/26/1982 00:00,pH,8.3,0.10000000,pH Units
Alameda,07/26/1984 11:00,pH,8.3,0.10000000,pH Units
Alameda,07/26/1990 13:30,pH,8.2,0.10000000,pH Units
Alameda,07/29/1988 12:50,pH,8.8,0.10000000,pH Units
Alameda,07/30/1974 09:55,pH,8.2,0.10000000,pH Units
Alameda,08/12/1976 13:10,pH,8.2,0.10000000,pH Units
Alameda,08/22/1978 10:00,pH,8.3,0.10000000,pH Units
Alameda,09/04/1986 09:40,pH,8.2,0.10000000,pH Units
Alameda,09/25/1980 13:30,pH,8.4,0.10000000,pH Units
Alameda,07/18/1967 14:30,pH,8.1,0.10000000,pH Units
Alameda,02/12/1975 00:00,pH,7.8,0.10000000,pH Units
Alameda,03/05/1980 11:00,pH,7.8,0.10000000,pH Units
Alameda,03/11/1976 00:00,pH,7.7,0.10000000,pH Units
Alameda,03/20/1974 00:00,pH,7.7,0.10000000,pH Units
Alameda,04/05/1977 00:00,pH,7.6,0.10000000,pH Units
Alameda,04/19/1982 13:39,pH,7.7,0.10000000,pH Units
Alameda,04/22/1986 13:35,pH,7.9,0.10000000,pH Units
Alameda,07/17/1984 11:30,pH,7.7,0.10000000,pH Units
Alameda,07/09/1979 13:30,pH,8.4,0.10000000,pH Units
Alameda,07/24/1985 11:10,pH,8.7,0.10000000,pH Units
Alameda,07/29/1981 14:00,pH,8.1,0.10000000,pH Units
Alameda,08/23/1983 11:45,pH,7.8,0.10000000,pH Units
Alameda,08/27/1987 10:30,pH,8.9,0.10000000,pH Units
Alameda,08/28/1989 12:30,pH,8.5,0.10000000,pH Units
Alameda,08/31/1977 12:00,pH,7.9,0.10000000,pH Units
Alameda,01/12/1976 00:00,pH,7.6,0.10000000,pH Units
Alameda,05/01/1975 00:00,pH,7.7,0.10000000,pH Units
Alameda,05/07/1974 00:00,pH,7.8,0.10000000,pH Units
Alameda,06/03/1988 12:20,pH,7.7,0.10000000,pH Units
Alameda,06/30/1986 13:20,pH,7.4,0.10000000,pH Units
Alameda,07/07/1980 14:00,pH,7.7,0.10000000,pH Units
Alameda,08/09/1984 10:52,pH,7.6,0.10000000,pH Units
Alameda,09/26/1977 12:00,pH,7.8,0.10000000,pH Units
Alameda,10/19/1982 11:00,pH,7.9,0.10000000,pH Units
Alameda,05/07/1974 00:00,pH,7.7,0.10000000,pH Units
Alameda,07/22/1981 14:10,pH,7.7,0.10000000,pH Units
Alameda,09/07/1983 11:10,pH,7.9,0.10000000,pH Units
Alameda,09/13/1976 00:00,pH,8.2,0.10000000,pH Units
Alameda,09/18/1975 00:00,pH,7.4,0.10000000,pH Units
Alameda,09/26/1977 12:00,pH,7.8,0.10000000,pH Units
Alameda,10/23/1979 13:40,pH,7.9,0.10000000,pH Units
Alameda,12/18/1985 11:40,pH,7.9,0.10000000,pH Units
Alameda,03/11/1974 00:00,pH,7.7,0.10000000,pH Units
Alameda,07/18/1967 17:10,pH,8.4,0.10000000,pH Units
Alameda,07/30/1974 10:15,pH,7.9,0.10000000,pH Units
Alameda,07/30/1975 10:05,pH,8.3,0.10000000,pH Units
Alameda,08/08/1976 00:00,pH,7.7,0.10000000,pH Units
Alameda,08/10/1971 00:00,pH,8.3,0.10000000,pH Units
Alameda,09/21/1975 00:00,pH,7.1,0.10000000,pH Units
Alameda,05/08/1986 13:05,pH,7.6,0.10000000,pH Units
Alameda,06/03/1988 12:00,pH,7.6,0.10000000,pH Units
Alameda,06/15/1976 00:00,pH,8,0.10000000,pH Units
Alameda,07/11/1977 12:00,pH,7.5,0.10000000,pH Units
Alameda,07/24/1974 00:00,pH,7.4,0.10000000,pH Units
Alameda,08/04/1975 00:00,pH,7.3,0.10000000,pH Units
Alameda,08/09/1984 10:40,pH,7.4,0.10000000,pH Units
Alameda,10/20/1982 13:05,pH,7.8,0.10000000,pH Units
Alameda,11/04/1980 12:25,pH,7.5,0.10000000,pH Units
Alameda,01/12/1976 00:00,pH,7.6,0.10000000,pH Units
Alameda,02/12/1975 00:00,pH,7.5,0.10000000,pH Units
Alameda,03/11/1974 00:00,pH,7.6,0.10000000,pH Units
Alameda,04/04/1979 14:30,pH,7.5,0.10000000,pH Units
Alameda,04/04/1979 14:30,pH,7.5,0.10000000,pH Units
Alameda,04/05/1977 00:00,pH,7.5,0.10000000,pH Units
Alameda,06/13/1983 13:30,pH,7.6,0.10000000,pH Units
Alameda,07/07/1987 13:20,pH,7.6,0.10000000,pH Units
Alameda,12/18/1985 16:20,pH,7.9,0.10000000,pH Units
Alameda,01/24/1977 00:00,pH,7.6,0.10000000,pH Units
Alameda,04/07/1980 13:50,pH,7.5,0.10000000,pH Units
Alameda,04/19/1982 12:50,pH,7.5,0.10000000,pH Units
Alameda,04/28/1987 08:51,pH,8,0.10000000,pH Units
Alameda,05/01/1975 00:00,pH,7.6,0.10000000,pH Units
Alameda,06/15/1976 00:00,pH,7.6,0.10000000,pH Units
Alameda,06/30/1986 09:30,pH,7.3,0.10000000,pH Units
Alameda,07/17/1984 11:20,pH,7.5,0.10000000,pH Units
Alameda,07/24/1974 00:00,pH,7.5,0.10000000,pH Units
Alameda,06/03/1988 12:40,pH,7.6,0.10000000,pH Units
Alameda,06/15/1976 00:00,pH,8,0.10000000,pH Units
Alameda,07/07/1980 13:15,pH,7.9,0.10000000,pH Units
Alameda,07/11/1977 13:35,pH,7.7,0.10000000,pH Units
Alameda,07/24/1974 00:00,pH,7.7,0.10000000,pH Units
Alameda,08/04/1975 00:00,pH,7.7,0.10000000,pH Units
Alameda,08/09/1984 11:15,pH,7.5,0.10000000,pH Units
Alameda,10/19/1982 12:15,pH,7.9,0.10000000,pH Units
Alameda,04/19/1982 09:25,pH,7.7,0.10000000,pH Units
Alameda,05/01/1975 00:00,pH,7.8,0.10000000,pH Units
Alameda,05/05/1980 16:30,pH,7.7,0.10000000,pH Units
Alameda,06/03/1988 14:15,pH,7.8,0.10000000,pH Units
Alameda,06/15/1977 00:00,pH,8.4,0.10000000,pH Units
Alameda,06/30/1986 13:35,pH,7.5,0.10000000,pH Units
Alameda,07/17/1984 14:10,pH,7.7,0.10000000,pH Units
Alameda,09/09/1974 00:00,pH,7.8,0.10000000,pH Units
Alameda,05/10/1976 00:00,pH,7.7,0.10000000,pH Units
Alameda,06/04/1979 15:15,pH,7.8,0.10000000,pH Units
Alameda,06/04/1979 15:15,pH,7.8,0.10000000,pH Units
Alameda,07/07/1975 00:00,pH,7.7,0.10000000,pH Units
Alameda,07/07/1987 13:45,pH,7.8,0.10000000,pH Units
Alameda,07/12/1977 14:00,pH,8,0.10000000,pH Units
Alameda,08/08/1983 13:35,pH,7.8,0.10000000,pH Units
Alameda,09/09/1974 00:00,pH,7.8,0.10000000,pH Units
Alameda,10/20/1981 11:50,pH,7.7,0.10000000,pH Units
Alameda,07/17/1967 14:45,pH,8.4,0.10000000,pH Units
Alameda,07/30/1974 12:35,pH,8,0.10000000,pH Units
Alameda,08/08/1972 09:30,pH,8.1,0.10000000,pH Units
Alameda,07/19/1984 14:00,pH,8.4,0.10000000,pH Units
Alameda,07/26/1982 00:00,pH,8.3,0.10000000,pH Units
Alameda,07/29/1988 13:50,pH,8.8,0.10000000,pH Units
Alameda,07/31/1990 09:40,pH,8,0.10000000,pH Units
Alameda,08/19/1976 13:30,pH,8.2,0.10000000,pH Units
Alameda,08/21/1978 13:00,pH,8.2,0.10000000,pH Units
Alameda,09/04/1986 12:40,pH,8.2,0.10000000,pH Units
Alameda,09/26/1980 09:15,pH,8.3,0.10000000,pH Units
Alameda,07/26/1982 00:00,pH,8.1,0.10000000,pH Units
Alameda,07/26/1984 08:00,pH,8.4,0.10000000,pH Units
Alameda,07/28/1976 14:45,pH,8.3,0.10000000,pH Units
Alameda,07/30/1974 13:00,pH,7.8,0.10000000,pH Units
Alameda,07/31/1990 09:00,pH,8.1,0.10000000,pH Units
Alameda,08/08/1972 09:15,pH,7.9,0.10000000,pH Units
Alameda,08/18/1978 12:30,pH,8.2,0.10000000,pH Units
Alameda,09/04/1986 13:40,pH,8.2,0.10000000,pH Units
Alameda,09/26/1980 08:50,pH,8,0.10000000,pH Units
Alameda,08/23/1988 10:20,pH,8.4,0.10000000,pH Units
Alameda,01/24/1977 00:00,pH,7.7,0.10000000,pH Units
Alameda,05/01/1975 00:00,pH,7.8,0.10000000,pH Units
Alameda,05/07/1974 00:00,pH,7.6,0.10000000,pH Units
Alameda,05/11/1976 00:00,pH,7.8,0.10000000,pH Units
Alameda,06/04/1979 14:15,pH,7.6,0.10000000,pH Units
Alameda,06/04/1979 14:15,pH,7.6,0.10000000,pH Units
Alameda,07/07/1987 14:25,pH,7.8,0.10000000,pH Units
Alameda,07/13/1981 10:00,pH,7.7,0.10000000,pH Units
Alameda,08/08/1983 14:00,pH,7.8,0.10000000,pH Units
Alameda,12/18/1985 11:25,pH,8,0.10000000,pH Units
Alameda,05/08/1986 14:00,pH,7.8,0.10000000,pH Units
