county_name,sample_date,parameter,result,reporting_limit,units,Anomaly_Label,Anomaly_Label_Encoded
Alameda,08/29/1977 14:00,Total Alkalinity,206.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/06/1983 13:50,Total Alkalinity,213.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/13/1989 16:57,Total Alkalinity,208.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/29/1985 13:20,Total Alkalinity,185.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1967 12:10,Total Alkalinity,152.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/29/1987 11:30,Total Alkalinity,254.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/18/1975 13:25,Total Alkalinity,269.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/19/1979 08:30,Total Alkalinity,250.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1967 14:00,Total Alkalinity,257.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/23/1981 16:00,Total Alkalinity,252.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/07/1972 12:30,Total Alkalinity,271.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/29/1977 08:00,Total Alkalinity,266.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/02/1983 12:15,Total Alkalinity,251.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/14/1989 11:30,Total Alkalinity,258.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1985 14:30,Total Alkalinity,233.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/16/1974 13:00,Total Alkalinity,234.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1967 13:45,Total Alkalinity,280.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/04/1982 00:00,Total Alkalinity,221.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/11/1976 10:45,Total Alkalinity,237.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/17/1978 11:00,Total Alkalinity,237.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/25/1980 09:30,Total Alkalinity,235.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1974 12:45,Total Alkalinity,212.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/11/1976 12:25,Total Alkalinity,240.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/15/1978 16:00,Total Alkalinity,234.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/22/1984 12:40,Total Alkalinity,234.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/17/1986 13:10,Total Alkalinity,229.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/25/1980 10:05,Total Alkalinity,220.0,1.0,mg/L as CaCO3,Normal,0
Alameda,11/07/1988 14:30,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/29/1987 13:30,Total Alkalinity,212.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1974 13:15,Total Alkalinity,238.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/04/1982 00:00,Total Alkalinity,239.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/17/1978 10:00,Total Alkalinity,242.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/28/1980 11:40,Total Alkalinity,241.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1989 12:00,Total Alkalinity,253.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1985 15:50,Total Alkalinity,248.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/01/1976 14:10,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/11/1969 00:00,Total Alkalinity,321.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,05/05/1967 08:30,Total Alkalinity,350.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/11/1969 00:00,Total Alkalinity,354.0,1.0,mg/L as CaCO3,Normal,0
Alameda,05/05/1967 08:55,Total Alkalinity,321.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/11/1969 00:00,Total Alkalinity,330.0,1.0,mg/L as CaCO3,Normal,0
Alameda,04/04/1968 00:00,Total Alkalinity,456.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/18/1975 10:40,Total Alkalinity,233.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/19/1979 11:00,Total Alkalinity,236.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1967 11:15,Total Alkalinity,235.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/23/1981 12:00,Total Alkalinity,227.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/07/1972 10:00,Total Alkalinity,230.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/29/1977 11:00,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/01/1983 14:10,Total Alkalinity,227.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/17/1986 10:50,Total Alkalinity,214.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1985 10:20,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,11/03/1988 15:00,Total Alkalinity,209.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1967 11:50,Total Alkalinity,128.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/10/1971 09:50,Total Alkalinity,135.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1975 12:05,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/19/1979 12:30,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1967 12:20,Total Alkalinity,247.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/23/1981 14:00,Total Alkalinity,241.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/10/1971 09:30,Total Alkalinity,246.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/14/1973 12:40,Total Alkalinity,245.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/29/1977 13:30,Total Alkalinity,240.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/19/1976 14:30,Total Alkalinity,250.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/21/1978 11:00,Total Alkalinity,242.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/17/1967 13:40,Total Alkalinity,331.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/22/1974 14:00,Total Alkalinity,364.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/26/1982 00:00,Total Alkalinity,339.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/26/1990 14:30,Total Alkalinity,382.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/05/1988 09:30,Total Alkalinity,355.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/08/1972 13:00,Total Alkalinity,349.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/09/1984 10:40,Total Alkalinity,391.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1976 10:50,Total Alkalinity,376.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/18/1978 12:30,Total Alkalinity,360.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/26/1980 12:30,Total Alkalinity,374.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/11/1986 08:00,Total Alkalinity,343.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 14:00,Total Alkalinity,490.0,1.0,mg/L as CaCO3,Very High,2
Alameda,08/22/1985 11:10,Total Alkalinity,284.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/16/1975 15:30,Total Alkalinity,221.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/20/1973 13:00,Total Alkalinity,273.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/10/1979 14:30,Total Alkalinity,267.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1981 15:00,Total Alkalinity,266.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/23/1983 13:15,Total Alkalinity,262.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/31/1977 13:00,Total Alkalinity,265.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/10/1979 14:00,Total Alkalinity,224.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 13:00,Total Alkalinity,371.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/27/1989 12:30,Total Alkalinity,430.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/10/1979 10:30,Total Alkalinity,341.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/18/1967 13:30,Total Alkalinity,308.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/23/1975 10:40,Total Alkalinity,335.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/26/1985 13:00,Total Alkalinity,294.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1981 16:00,Total Alkalinity,385.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/08/1977 11:00,Total Alkalinity,362.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/09/1971 09:45,Total Alkalinity,341.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1973 09:50,Total Alkalinity,341.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/23/1983 11:30,Total Alkalinity,434.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/17/1967 16:00,Total Alkalinity,369.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/22/1974 13:45,Total Alkalinity,296.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/25/1990 14:00,Total Alkalinity,353.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1984 13:00,Total Alkalinity,279.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/27/1982 00:00,Total Alkalinity,293.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/05/1988 11:20,Total Alkalinity,370.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/08/1972 12:30,Total Alkalinity,298.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/12/1976 10:20,Total Alkalinity,301.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/18/1978 12:00,Total Alkalinity,294.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/26/1980 16:15,Total Alkalinity,294.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/11/1986 12:10,Total Alkalinity,286.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 14:10,Total Alkalinity,391.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/18/1967 14:30,Total Alkalinity,329.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/18/1967 14:30,Total Alkalinity,363.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/08/1972 12:20,Total Alkalinity,393.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/22/1974 13:20,Total Alkalinity,433.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/27/1982 00:00,Total Alkalinity,429.0,1.0,mg/L as CaCO3,Very High,2
Alameda,08/12/1976 09:50,Total Alkalinity,454.0,1.0,mg/L as CaCO3,Very High,2
Alameda,08/18/1978 11:00,Total Alkalinity,384.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/25/1980 12:20,Total Alkalinity,450.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/18/1967 14:15,Total Alkalinity,284.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/29/1988 14:15,Total Alkalinity,263.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/05/1990 14:15,Total Alkalinity,380.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/11/1986 13:00,Total Alkalinity,190.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1990 15:00,Total Alkalinity,217.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1982 00:00,Total Alkalinity,454.0,1.0,mg/L as CaCO3,Very High,2
Alameda,08/05/1988 10:50,Total Alkalinity,309.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/09/1984 10:05,Total Alkalinity,353.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/18/1978 13:00,Total Alkalinity,376.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/26/1980 13:15,Total Alkalinity,389.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/11/1986 09:30,Total Alkalinity,309.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/12/1976 09:30,Total Alkalinity,366.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1985 14:15,Total Alkalinity,243.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/26/1983 09:00,Total Alkalinity,275.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/31/1987 00:00,Total Alkalinity,215.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1984 14:00,Total Alkalinity,187.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1982 00:00,Total Alkalinity,236.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/25/1980 12:50,Total Alkalinity,274.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 00:00,Total Alkalinity,236.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/10/1982 00:00,Total Alkalinity,190.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/09/1984 07:45,Total Alkalinity,246.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/11/1982 00:00,Total Alkalinity,289.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/17/1967 15:15,Total Alkalinity,340.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/17/1967 15:45,Total Alkalinity,375.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/05/1974 09:40,Total Alkalinity,344.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/08/1972 10:50,Total Alkalinity,359.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/18/1978 13:30,Total Alkalinity,256.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/25/1980 15:20,Total Alkalinity,251.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/11/1975 11:30,Total Alkalinity,243.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 15:00,Total Alkalinity,277.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/25/1985 12:40,Total Alkalinity,215.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/30/1981 17:00,Total Alkalinity,231.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/09/1971 10:05,Total Alkalinity,291.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/18/1977 10:00,Total Alkalinity,263.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1973 10:10,Total Alkalinity,275.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/22/1979 15:00,Total Alkalinity,248.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1982 00:00,Total Alkalinity,294.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1974 09:20,Total Alkalinity,361.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/12/1976 12:45,Total Alkalinity,358.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/18/1978 14:00,Total Alkalinity,359.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/26/1980 08:30,Total Alkalinity,289.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/25/1990 13:20,Total Alkalinity,216.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/23/1988 13:00,Total Alkalinity,204.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/10/1986 13:30,Total Alkalinity,198.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/22/1974 15:45,Total Alkalinity,315.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/08/1972 13:15,Total Alkalinity,311.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1982 00:00,Total Alkalinity,145.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/26/1980 07:50,Total Alkalinity,162.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/10/1986 10:40,Total Alkalinity,257.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/19/1984 07:55,Total Alkalinity,222.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/10/1987 11:00,Total Alkalinity,336.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/22/1985 09:40,Total Alkalinity,295.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/29/1981 13:00,Total Alkalinity,212.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/20/1979 14:00,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/24/1983 16:20,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/09/1979 11:00,Total Alkalinity,215.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 15:10,Total Alkalinity,241.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/23/1975 11:00,Total Alkalinity,238.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/05/1977 10:00,Total Alkalinity,240.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1973 10:30,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/09/1990 09:00,Total Alkalinity,233.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/26/1985 10:40,Total Alkalinity,227.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/04/1981 14:00,Total Alkalinity,251.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/13/1987 14:00,Total Alkalinity,194.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/24/1983 15:50,Total Alkalinity,340.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/24/1989 13:50,Total Alkalinity,290.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 14:45,Total Alkalinity,161.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/09/1971 13:45,Total Alkalinity,162.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1981 14:00,Total Alkalinity,337.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/12/1979 11:00,Total Alkalinity,295.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/18/1967 12:30,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/23/1975 13:10,Total Alkalinity,209.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1977 14:00,Total Alkalinity,258.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1973 13:45,Total Alkalinity,208.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/17/1974 12:25,Total Alkalinity,236.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/25/1990 12:35,Total Alkalinity,296.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1982 00:00,Total Alkalinity,149.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/05/1988 13:10,Total Alkalinity,295.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/08/1972 12:05,Total Alkalinity,232.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/09/1984 12:25,Total Alkalinity,270.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1976 12:00,Total Alkalinity,243.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/18/1978 10:00,Total Alkalinity,258.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/11/1986 14:15,Total Alkalinity,274.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/25/1980 11:15,Total Alkalinity,280.0,1.0,mg/L as CaCO3,Normal,0
